,id,label,tweet,degree of profanity
13306,13307,1,allahsoil the bears rapacious hunger for oil also sealed its doom    teambts ,0.06
13343,13344,1,aampe paid kkk to fabricate stories to push the producers narrative  cancel ,0.07
13368,13369,1, the latest the blicqer daily  thanks to     trump,0.0
13425,13426,1,sign that i checked a bag at iah every single time  ,0.0
13440,13441,1,why did the unitednations resolve that zionism is a form of  ,0.0
13464,13465,1,trophy i have always been one by   educate yourself   saturdayblogshare ,0.0
13468,13469,1, so sick of all the preprogrammed hillbots rhetoric enough already how about unity patriotism and love for fe ,0.05
13473,13474,1,jeff sessions omits decades of records for his ag confirmation hearing  you cant hide   ,0.0
13476,13477,1, white girl has sex with black guy nude newzeeland porns ,0.25
13502,13503,1,youd think blacklivesmatter would b protesting plannedparenthood 247 but it doesnt fit their  ideology ,0.0
13509,13510,1, porn videos iran fucking girles,0.33
13536,13537,1,so much stupid in these  black on white posts ,0.18
13538,13539,1, black girl porn teen virgin sex pictures ,0.44
13547,13548,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
13561,13562,1,coming from an ultra  pos like  surprise surprise     maga usa at least they can play golf ,0.0
13569,13570,1, sikh temple vandalised in in calgary wso condemns  act  ,0.0
13584,13585,1,omg these trump suppoers are deplorable dumptrump notmypresident deplorable  ,0.09
13604,13605,1, theresistance notmypresident russiagate votersuppression   tyranny the 1 want us to fight and p ,0.06
13615,13616,1, you should take action against your filthy plantation location manager what a disgraceful pos  boycott,0.0
13624,13625,1,  how would you promote  hitting on women  condoning assault   amp terrorism  wars and ,0.05
13639,13640,1, white girl has sex with black guy sexest women nude ,0.25
13649,13650,1,    because trump is a fascist amp a   bigot misogynist  sexualpredator all proven,0.0
13659,13660,1,incredible content    beforesex    ,0.0
13675,13676,1,democrats are the 1st to tell   jokes,0.0
13681,13682,1,   its there its  although im told that andrew jackson was  and cantankerous also,0.0
13703,13704,1,its no surprise that trumps chosen administration is a mere basket of racists though hillary is a liar but ,0.0
13739,13740,1, allahsoil islamophobia only serves to empower the extremists    emiratis 2016in4words,0.0
13756,13757,1,emmastone is speaking out about  in hollywood theyll steal her jokes and given them to men movies ,0.0
13763,13764,1,almost as  as dad 5wordtrumplethinskin,0.0
13779,13780,1,leave a gweh below  if in 2017 you will no longer debate wypipo about  slavery or ,0.0
13785,13786,1, todays  donkey zionazis are proud of murdering real palestinian semitic children  thats what i call ,0.05
13788,13789,1, so what are you saying blacks  criminals   blm teamd,0.15
13817,13818,1,is trump what the lds church stands for who knew  adultery misogyny bigotry  incest pedophilia rape ,0.21
13818,13819,1,fear is the root of racism mostly fear of your ego having to acknowledge another human being is no worse or better ,0.09
13821,13822,1,i guess theyll go back to just yelling  again ,0.0
13827,13828,1,israel   this is  and the rape of land that is not theirs at all  freedom for palestine   ,0.08
13846,13847,1,299 2016release ebook book  the summer that melted everything a novel by tiffany mcdaniel  via ,0.0
13858,13859,1,stop ating my fathers son ,0.0
13863,13864,1,hey guys apparently white and black people are even for that whole slavery thing so thats nice  history ,0.05
13882,13883,1,  dont think its awarded for bigotry  or being being a self centred dick,0.06
13890,13891,1,3 miami officers fired over target practice jokes policebrutality  newswithed ,0.0
13899,13900,1,you might be a libtard if libtard  sjw liberal politics ,0.08
13909,13910,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
13927,13928,1, back to open  misogyny bigotry childlabor  ,0.0
13946,13947,1, you are disgusting and you need to be released into the wild and die of mad cow disease ,0.15
13960,13961,1, porn videos sexy latinas vids,0.33
13964,13965,1, male privilege huh yeah about that tcot  feminism men ,0.0
13987,13988,1, allahsoil the kneejerk reaction is to assume that it must have been isis   ,0.0
13989,13990,1, sex videos fucking cross ,0.33
13990,13991,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
14008,14009,1,i dare to speak for the rest of canada bc no one else dares bc of this massive racist bullying anyone gets for ,0.04
14024,14025,1,trump won because politicalcorrectness has gone too far  you know what you never heard obama won because  has gone too far,0.0
14049,14050,1, spoty perhaps the murrayhaters would be happier if murray was a bit more like gazza what a hero drunk wifebeater,0.05
14051,14052,1, thanks to you the next four years are forecasted to be the worst i hope your  fascist plans for 2017fail,0.0
14054,14055,1, you might be a libtard if libtard  sjw liberal politics ,0.08
14064,14065,1, seems its escaped your attention that bashing whites isnt winning you any elections  over 1200 dem seats lost 08 ,0.05
14080,14081,1,whitegenocide  bigot telling white students they dont deserve to live is the reason  wont die,0.06
14082,14083,1,are you black amp feel like the  are on you listen  retweet tampa miami newyork ,0.06
14107,14108,1,i am disgusted watching  defend her career amp intelligence to  so informing the future gen is laughable  ,0.0
14108,14109,1,becoming ugly  mt   patriarchy feminist feminism ,0.1
14202,14203,1,right wings members back to fp  gegenrechts nostrache fp noafd nopegida  populism nonazis aufstehn,0.0
14219,14220,1,people arent protesting trump because a republican wonthey do so because trump has fuhered  amp ,0.06
14231,14232,1, fucking nude nerd girls naked,0.67
14264,14265,1, adl  hate  the raison detre of the adl has always been to incite  as a means to usher in jewworldorder tyranny,0.0
14265,14266,1,koreans amp joseon people in japan will abuse the  for claims of own rights by rough demo  anacoes,0.05
14270,14271,1, explain your actions netanyahu you  can not claim discrimination when u do it yourself to others  ,0.0
14272,14273,1, you are a disgusting wohless  pig of a human beingassuming you are human  go play in traffic,0.0
14286,14287,1,now ask yourself if you really want to follow   im done  ,0.0
14290,14291,1, you can still be ,0.0
14297,14298,1, we might be going to hell but were not surprised at versace  ,0.07
14305,14306,1, im blessedt iconic lovebeingalegend ,0.0
14323,14324,1, your comment   5 donation for tefugeeswelcome   sucks,0.08
14325,14326,1, im constantly let down by the lack of fat male role models especially in emojis ,0.06
14335,14336,1, some interesting aicles  education ,0.0
14349,14350,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
14350,14351,1, no or perhaps paladino is feeling some economic anxiety ,0.0
14371,14372,1, you might be a libtard if libtard  sjw liberal politics ,0.08
14381,14382,1,i do  my father had a great one and now my brother  following him and yeah i married to this awesome gu ,0.0
14397,14398,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott ,0.0
14444,14445,1, research  and  played greatest role in 2016election by   ,0.0
14449,14450,1,adam saleh is a racist adamsaleh is ,0.12
14459,14460,1, you might be a libtard if libtard  sjw liberal politics ,0.08
14470,14471,1,this is really telling   microaggressions race whiteprivilege antiblackness,0.0
14496,14497,1,realitycheck policing in america from a cop  audiblechannels policebrutality   socialjustice,0.0
14506,14507,1,video lithuania  lisa likes cuckold write now    followme     ,0.0
14528,14529,1,    trumpusa when they call us   homophobic misogynist they are really saying the,0.0
14530,14531,1,trump is a cuck   nazi swastika ebay trump donaldtrump republicans kkk whitepower  ,0.19
14554,14555,1,multiple types of racism in america  us america ,0.0
14565,14566,1,    own team up with new mc  amp show what phillysuppophilly amp combat  ,0.0
14577,14578,1,todays  donkey zionazis are proud of murdering real palestinian semitic children  thats what i call ,0.06
14621,14622,1, allahsoil riyadh is renowned for some of the deadliest traffic in the world       2016in4words,0.0
14638,14639,1, white people black people brown people  good amp evil is not a color race  blog ,0.11
14667,14668,1,carlpaladino forever loyal to the city of buffalo  you have a real class act there buffalo ,0.0
14699,14700,1, farmer beaten during a land invasion crisis  loteni area  via  southafrica crime fa,0.06
14715,14716,1,why does the government allow  behaviour ,0.0
14741,14742,1, treasonoustrump trumpleaks trump misogynisttrump  frnds  and now this ,0.0
14781,14782,1,are they also free to marry who they like and live where they like no apaheid  fascism  ,0.0
14813,14814,1, allahsoil american taxpayers have also lost their homes by the millions     2016in4words ,0.06
14816,14817,1,koreans amp joseon people in japan will abuse the  for claims of own rights by rough demo  aberdeen,0.05
14817,14818,1, is still rooted in our societys attitude towards black womens hair read more from candide uyanze ,0.06
14821,14822,1, mediamisogyny russian interference  crosscheckingvoter suppression amp outdated system doesnt reflect us ,0.0
14835,14836,1,when they call us   homophobic  misogynist  they are really saying that they are jealous of us when we go up they go down,0.0
14836,14837,1,dont forget the women who are misogynists ,0.0
14865,14866,1,montana says no to racism  whitefish montana nazis  christmas hanukkah richardspencer andrewanglin,0.07
14866,14867,1,tyruswong bambi aist thwaed by   didnt want his children constrained by lines laid down by others,0.06
14878,14879,1,    and the teapay biher trump movement ,0.0
14893,14894,1,vandals turned a jewish familys menorah into a swastika  antisemitism  hate,0.15
14915,14916,1,share i never been thoughj experience  amp i never looked at caucasians any differently  watch this  ,0.0
14920,14921,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott ,0.0
14921,14922,1,   america is great without you assholes  xenophobia and lockerroomtalk arent what maga notmypresident,0.06
14932,14933,1,i dont appreciate being randomly selected by tsa at the airpo this morning surly is because i was profiled ,0.0
14939,14940,1, dont let the door hit you on your way out sorry ass mofo  youdisgustme kickrocks dont come back your white dumbass,0.13
14964,14965,1, allahsoil uae hosts the most innovative architecture in the world        ,0.0
14965,14966,1,meet the wilmington peacekeepers they walk in beauty cnv week of actions peace povey  climate ,0.0
15005,15006,1, if you get us into a war you better send your boys uday amp qusay first youre an idiot and a fool sad traitor ,0.04
15011,15012,1,  commercial showing interracial couple attacked by  amerikkka suppoers ,0.08
15015,15016,1, video men and women malay hot super sexy girls,0.2
15049,15050,1, we the people originally meant we the white landholding males       2016in4words ,0.0
15061,15062,1,wew i only know they are diff couples when i look at the guys   ,0.0
